#Function	Subsystem	Classification 1	Classification 2
Flagellar motor switch protein FliM	Bacterial_Chemotaxis	Motility and Chemotaxis	
Flagellar motor switch protein FliN	Bacterial_Chemotaxis	Motility and Chemotaxis	
Galactose/methyl galactoside ABC transport system, D-galactose-binding periplasmic protein MglB (TC 3.A.1.2.3)	Bacterial_Chemotaxis	Motility and Chemotaxis	
Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE	Bacterial_Chemotaxis	Motility and Chemotaxis	
Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	Bacterial_Chemotaxis	Motility and Chemotaxis	
Methyl-accepting chemotaxis protein II (aspartate chemoreceptor protein)	Bacterial_Chemotaxis	Motility and Chemotaxis	
Methyl-accepting chemotaxis protein III (ribose and galactose chemoreceptor protein)	Bacterial_Chemotaxis	Motility and Chemotaxis	
Methyl-accepting chemotaxis protein IV (dipeptide chemoreceptor protein)	Bacterial_Chemotaxis	Motility and Chemotaxis	
Positive regulator of CheA protein activity (CheW)	Bacterial_Chemotaxis	Motility and Chemotaxis	
Signal transduction histidine kinase CheA (EC 2.7.3.-)	Bacterial_Chemotaxis	Motility and Chemotaxis	
Chemotaxis protein CheC -- inhibitor of MCP methylation	Bacterial_Chemotaxis	Motility and Chemotaxis	
Chemotaxis protein CheD	Bacterial_Chemotaxis	Motility and Chemotaxis	
Chemotaxis protein CheV (EC 2.7.3.-)	Bacterial_Chemotaxis	Motility and Chemotaxis	
Chemotaxis protein CheX	Bacterial_Chemotaxis	Motility and Chemotaxis	
Ribose ABC transporter, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)	Bacterial_Chemotaxis	Motility and Chemotaxis	
Transmembrane regulator protein PrtR	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
RNA polymerase sigma-54 factor RpoN	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
DNA-directed RNA polymerase specialized sigma subunit, sigma24-like	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
macromolecule metabolism	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
RNA polymerase sigma-70 factor, ECF subfamily	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
ECF sigma factor PrtI, putative	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
ECF family sigma factor	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
RNA polymerase sigma-70 factor	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
RNA polymerase sigma-E factor	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
ECF sigma factor	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
putative RNA polymerase sigma factor	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
RNA polymerase sigma-70 factor, ECF family	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
probable extracytoplasmic sigma factor EcfR	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
rna synthesis, modification , dna transcription	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
macromolecule synthesis, modification	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
extracytoplasmic sigma factor EcfR	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
Sigma-70 region 2:Sigma-70 region 4	CBSS-316057.3.peg.1308	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN
Phage terminase, ATPase subunit	CBSS-Phage_terminase_neighborhood		
Phage terminase, endonuclease subunit	CBSS-Phage_terminase_neighborhood		
Phage head completion-stabilization protein	CBSS-Phage_terminase_neighborhood		
Phage tail completion protein	CBSS-Phage_terminase_neighborhood		
Phage-related capsid packaging protein	CBSS-Phage_terminase_neighborhood		
Phage capsid scaffolding protein	CBSS-Phage_terminase_neighborhood		
Phage major capsid protein	CBSS-Phage_terminase_neighborhood		
Portal vertex protein	CBSS-Phage_terminase_neighborhood		
Tail component protein	CBSS-Phage_terminase_neighborhood		
Phage tail protein	CBSS-Phage_terminase_neighborhood		
Phage lysin	CBSS-Phage_terminase_neighborhood		
phage head completion protein (GPL)	CBSS-Phage_terminase_neighborhood		
tail tube	CBSS-Phage_terminase_neighborhood		
Phage tail fibers	CBSS-Phage_terminase_neighborhood		
Prophage lysozyme (EC 3.2.1.17)	CBSS-Phage_terminase_neighborhood		
Phage tail assembly	CBSS-Phage_terminase_neighborhood		
Phage terminase	CBSS-Phage_terminase_neighborhood		
Phage capsid and scaffold	CBSS-Phage_terminase_neighborhood		
Phage DNA packaging	CBSS-Phage_terminase_neighborhood		
Phage portal	CBSS-Phage_terminase_neighborhood		
Small terminase subunit	CBSS-Phage_terminase_neighborhood		
Bacteriophage capsid portal protein	CBSS-Phage_terminase_neighborhood		
Formyltetrahydrofolate hydrolase	CBSS-Phage_terminase_neighborhood		
Putative phage-related tail protein precursor	CBSS-Phage_terminase_neighborhood		
Putative WPhiphage-related tail protein	CBSS-Phage_terminase_neighborhood		
Phage portal protein, PBSX	CBSS-Phage_terminase_neighborhood		
Fructoselysine kinase (EC 2.7.1.-)	Fructoselysine_(Amadori_product)_utilization_pathway	Carbohydrates	Aminosugars
Fructoselysine 6-phosphate deglycase (EC 3.5.-.-)	Fructoselysine_(Amadori_product)_utilization_pathway	Carbohydrates	Aminosugars
Fructoselysine 3-epimerase	Fructoselysine_(Amadori_product)_utilization_pathway	Carbohydrates	Aminosugars
Transcriptional regulator of fructoselysine utilization operon FrlR	Fructoselysine_(Amadori_product)_utilization_pathway	Carbohydrates	Aminosugars
Fructoselysine transporter FrlA, cationic amino acid permease	Fructoselysine_(Amadori_product)_utilization_pathway	Carbohydrates	Aminosugars
Na+/H+ antiporter NhaA type	NhaA	Experimental Subsystems	
Transcriptional activator NhaR	NhaA	Experimental Subsystems	
Sodium-dependent phosphate transporter	NhaA	Experimental Subsystems	
Transcriptional activator HlyU	NhaA	Experimental Subsystems	
Bacitracin export permease protein BceB	Bacitracin_Stress_Response	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides
Bacitracin export ATP-binding protein BceA	Bacitracin_Stress_Response	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides
Two-component sensor histidine kinase BceS	Bacitracin_Stress_Response	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides
Two-component response regulator BceR	Bacitracin_Stress_Response	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides
Two-component response regulator YvcP	Bacitracin_Stress_Response	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides
Response regulator LiaR	Bacitracin_Stress_Response	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides
Sensor histidine kinase LiaS	Bacitracin_Stress_Response	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides
Transporter LiaF	Bacitracin_Stress_Response	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides
Conserved protein LiaG in B. subtilis in Lia cluster	Bacitracin_Stress_Response	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides
Protein LiaH, similar to phage shock protein A	Bacitracin_Stress_Response	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides
Protein LiaI	Bacitracin_Stress_Response	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides
Two-component sensor kinase YvcQ	Bacitracin_Stress_Response	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides
ABC transporter ATP-binding protein YvcR	Bacitracin_Stress_Response	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides
ABC transporter permease protein YvcS	Bacitracin_Stress_Response	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides
tRNA nucleotidyltransferase, A-adding (EC 2.7.7.25)	A_cluster_relating_to_Tryptophanyl-tRNA_synthetase	Clustering-based subsystems	
tRNA nucleotidyltransferase (EC 2.7.7.21) (EC 2.7.7.25)	A_cluster_relating_to_Tryptophanyl-tRNA_synthetase	Clustering-based subsystems	
FIG004556: membrane metalloprotease	A_cluster_relating_to_Tryptophanyl-tRNA_synthetase	Clustering-based subsystems	
Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	A_cluster_relating_to_Tryptophanyl-tRNA_synthetase	Clustering-based subsystems	
Putative SAM-dependent methyltransferase Bucepa02006346	A_cluster_relating_to_Tryptophanyl-tRNA_synthetase	Clustering-based subsystems	
Multiple virulence factor regulator MvfR/PqsR	Quorum_sensing_regulation_in_Pseudomonas	Regulation and Cell signaling	Quorum sensing and biofilm formation
N-acyl-L-homoserine lactone synthetase RhlL	Quorum_sensing_regulation_in_Pseudomonas	Regulation and Cell signaling	Quorum sensing and biofilm formation
Transcriptional regulator RhlR	Quorum_sensing_regulation_in_Pseudomonas	Regulation and Cell signaling	Quorum sensing and biofilm formation
Transcriptional regulator LasR	Quorum_sensing_regulation_in_Pseudomonas	Regulation and Cell signaling	Quorum sensing and biofilm formation
N-acyl-L-homoserine lactone synthetase LasI	Quorum_sensing_regulation_in_Pseudomonas	Regulation and Cell signaling	Quorum sensing and biofilm formation
Regulatory protein RsaL	Quorum_sensing_regulation_in_Pseudomonas	Regulation and Cell signaling	Quorum sensing and biofilm formation
PqsE, quinolone signal response protein	Quorum_sensing_regulation_in_Pseudomonas	Regulation and Cell signaling	Quorum sensing and biofilm formation
QscR quorum-sensing control repressor	Quorum_sensing_regulation_in_Pseudomonas	Regulation and Cell signaling	Quorum sensing and biofilm formation
BarA-associated response regulator UvrY (= GacA = SirA)	Quorum_sensing_regulation_in_Pseudomonas	Regulation and Cell signaling	Quorum sensing and biofilm formation
Vfr transcriptional regulator	Quorum_sensing_regulation_in_Pseudomonas	Regulation and Cell signaling	Quorum sensing and biofilm formation
Monoglyceride lipase (EC 3.1.1.23)	Cannabinoid_biosynthesis	Secondary Metabolism	Lipid-derived mediators
Cannabinoid receptor 1	Cannabinoid_biosynthesis	Secondary Metabolism	Lipid-derived mediators
Fatty-acid amide hydrolase (EC 3.1.-.-)	Cannabinoid_biosynthesis	Secondary Metabolism	Lipid-derived mediators
Cannabinoid receptor 2	Cannabinoid_biosynthesis	Secondary Metabolism	Lipid-derived mediators
Gamma-glutamyltranspeptidase (EC 2.3.2.2)	Utilization_of_glutathione_as_a_sulphur_source	Sulfur Metabolism	Organic sulfur assimilation
Putative glutathione transporter, permease component	Utilization_of_glutathione_as_a_sulphur_source	Sulfur Metabolism	Organic sulfur assimilation
Putative glutathione transporter, ATP-binding component	Utilization_of_glutathione_as_a_sulphur_source	Sulfur Metabolism	Organic sulfur assimilation
Putative glutathione transporter,solute-binding component	Utilization_of_glutathione_as_a_sulphur_source	Sulfur Metabolism	Organic sulfur assimilation
Putative gluthatione transporter,solute-binding component	Utilization_of_glutathione_as_a_sulphur_source	Sulfur Metabolism	Organic sulfur assimilation
Capsular polysaccharide synthesis enzyme Cap5A	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap5B	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap5C	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap5D	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap5E	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap5F	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap5G	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap5H	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap5I	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap5J	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap5K	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap5L	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap5M	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap5O	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap8N	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap8P	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap8A	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap8B	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap8C	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap8D	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap8E	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap8F	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap8G	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap8H	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap8I	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap8J	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap8L	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap8M	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Capsular polysaccharide synthesis enzyme Cap8O	Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	Cell Wall and Capsule	Capsular and extracellular polysacchrides
Nucleoside-diphosphate-sugar epimerases	NDP-sugar_epimerase	Experimental Subsystems	
CDP-6-deoxy-delta-3,4-glucoseen reductase-like	NDP-sugar_epimerase	Experimental Subsystems	
FIG002781: Alpha-L-glutamate ligase family protein	CBSS-208964.1.peg.1768	Clustering-based subsystems	a cluster of hypotheticals
FIG008443: hypothetical protein	CBSS-208964.1.peg.1768	Clustering-based subsystems	a cluster of hypotheticals
FIG139976: hypothetical protein	CBSS-208964.1.peg.1768	Clustering-based subsystems	a cluster of hypotheticals
Streptothricin acetyltransferase, Streptomyces lavendulae type	Streptothricin_resistance	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds
