#Function	Subsystem	Classification 1	Classification 2
gamma-carotene hydroxylase	Carotenoids	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids
GTPase and tRNA-U34 5-formylation enzyme TrmE	RNA_modification_cluster		
Inner membrane protein translocase component YidC, long form	RNA_modification_cluster		
Protein YidD	RNA_modification_cluster		
Ribonuclease P protein component (EC 3.1.26.5)	RNA_modification_cluster		
LSU ribosomal protein L34p	RNA_modification_cluster		
Inner membrane protein translocase component YidC, short form OxaI-like	RNA_modification_cluster		
Ribonuclease HII (EC 3.1.26.4)	Ribonuclease_H	RNA Metabolism	RNA processing and modification
Ribonuclease HIII (EC 3.1.26.4)	Ribonuclease_H	RNA Metabolism	RNA processing and modification
Ribonuclease HI-related protein 3	Ribonuclease_H	RNA Metabolism	RNA processing and modification
Ribonuclease HI (EC 3.1.26.4)	Ribonuclease_H	RNA Metabolism	RNA processing and modification
Ribonuclease HI, Vibrio paralog	Ribonuclease_H	RNA Metabolism	RNA processing and modification
hypothetical protein ssl1918	Ribonuclease_H	RNA Metabolism	RNA processing and modification
Protein often found in Actinomycetes clustered with signal peptidase and/or RNaseHII	Ribonuclease_H	RNA Metabolism	RNA processing and modification
Ribonuclease HI-related protein	Ribonuclease_H	RNA Metabolism	RNA processing and modification
Ribonuclease HI-related protein 2	Ribonuclease_H	RNA Metabolism	RNA processing and modification
FIG006126: DNA helicase, restriction/modification system component YeeB	CBSS-316273.3.peg.2378	Clustering-based subsystems	
FIG045374: Type II restriction enzyme, methylase subunit YeeA	CBSS-316273.3.peg.2378	Clustering-based subsystems	
YeeC-like protein	CBSS-316273.3.peg.2378	Clustering-based subsystems	
GTP cyclohydrolase III (methanopterin)	methanopterin_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
7,8 dihydropteroate synthase (methanopterin)	methanopterin_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
beta-ribofuranosylaminobenzene 5'-phosphate synthase	methanopterin_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Competence-stimulating peptide ABC transporter ATP-binding protein ComA	Competence_in_Streptococci	DNA Metabolism	DNA uptake, competence
Competence-stimulating peptide ABC transporter permease protein ComB	Competence_in_Streptococci	DNA Metabolism	DNA uptake, competence
Histidine kinase of the competence regulon ComD	Competence_in_Streptococci	DNA Metabolism	DNA uptake, competence
Response regulator of the competence regulon ComE	Competence_in_Streptococci	DNA Metabolism	DNA uptake, competence
Competence-specific sigma factor ComX	Competence_in_Streptococci	DNA Metabolism	DNA uptake, competence
Transcriptional regulator SpxA1	Competence_in_Streptococci	DNA Metabolism	DNA uptake, competence
Transcriptional regulator SpxA2	Competence_in_Streptococci	DNA Metabolism	DNA uptake, competence
Competence-stimulating peptide (CSP) precursor ComC	Competence_in_Streptococci	DNA Metabolism	DNA uptake, competence
Competence positive regulator ComW	Competence_in_Streptococci	DNA Metabolism	DNA uptake, competence
Threonine catabolic operon transcriptional activator TdcR	Threonine_anaerobic_catabolism_gene_cluster	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine
Threonine catabolic operon transcriptional activator TdcA	Threonine_anaerobic_catabolism_gene_cluster	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine
Threonine dehydratase, catabolic (EC 4.3.1.19)	Threonine_anaerobic_catabolism_gene_cluster	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine
L-threonine transporter, anaerobically inducible	Threonine_anaerobic_catabolism_gene_cluster	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine
Propionate kinase (EC 2.7.2.15)	Threonine_anaerobic_catabolism_gene_cluster	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine
2-ketobutyrate formate-lyase (EC 2.3.1.-)	Threonine_anaerobic_catabolism_gene_cluster	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine
Hypothetical protein TdcF in cluster with anaerobic degradation of L-threonine to propionate	Threonine_anaerobic_catabolism_gene_cluster	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine
Predicted L-serine dehydratase (EC 4.3.1.17) TdcG	Threonine_anaerobic_catabolism_gene_cluster	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine
Serine transporter	Threonine_anaerobic_catabolism_gene_cluster	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine
Phosphate acetyltransferase (EC 2.3.1.8)	Threonine_anaerobic_catabolism_gene_cluster	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine
Acetate kinase (EC 2.7.2.1)	Threonine_anaerobic_catabolism_gene_cluster	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine
Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)	Threonine_anaerobic_catabolism_gene_cluster	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine
Pyruvate formate-lyase (EC 2.3.1.54)	Threonine_anaerobic_catabolism_gene_cluster	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine
Toxin co-regulated pilus biosynthesis protein I, chemoreceptor, negative regulator of TcpA	Toxin_co-regulated_pilus	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Toxin co-regulated pilus biosynthesis protein P, transcriptional activator of ToxT promoter	Toxin_co-regulated_pilus	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Toxin co-regulated pilus biosynthesis protein H, transcriptional activator of ToxT promoter	Toxin_co-regulated_pilus	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Toxin co-regulated pilin A	Toxin_co-regulated_pilus	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Toxin co-regulated pilus biosynthesis protein B	Toxin_co-regulated_pilus	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Toxin co-regulated pilus biosynthesis protein Q	Toxin_co-regulated_pilus	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Toxin co-regulated pilus biosynthesis protein C, outer membrane protein	Toxin_co-regulated_pilus	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Toxin co-regulated pilus biosynthesis protein R	Toxin_co-regulated_pilus	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Toxin co-regulated pilus biosynthesis protein D	Toxin_co-regulated_pilus	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Toxin co-regulated pilus biosynthesis protein S	Toxin_co-regulated_pilus	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Toxin co-regulated pilus biosynthesis protein T, putative ATP-binding translocase of TcpA	Toxin_co-regulated_pilus	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Toxin co-regulated pilus biosynthesis protein E, anchors TcpT to membrane	Toxin_co-regulated_pilus	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
Toxin co-regulated pilus biosynthesis protein F, putative outer membrane channel for TcpA extrusion	Toxin_co-regulated_pilus	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
TCP pilus virulence regulatory protein ToxT, transcription activator	Toxin_co-regulated_pilus	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
TCP pilin signal peptidase, TcpA processing	Toxin_co-regulated_pilus	Virulence	Type III, Type IV, Type VI, ESAT secretion systems
ABC-transporter (ATP-binding protein) -possibly involved in cell wall localization and side chain formation of rhamnose-glucose polysaccharide	Streptococcal_group_antigen_operons		
Alpha-D-GlcNAc alpha-1,2-L-rhamnosyltransferase (EC 2.4.1.-)	Streptococcal_group_antigen_operons		
Alpha-L-Rha alpha-1,2-L-rhamnosyltransferase/alpha-L-Rha alpha-1,3-L- rhamnosyltransferase (EC 2.4.1.-)	Streptococcal_group_antigen_operons		
Alpha-L-Rha alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.-)	Streptococcal_group_antigen_operons		
Glycosyltransferase (EC 2.4.1.-), group 1 family protein	Streptococcal_group_antigen_operons		
Glycosyltransferase involved in cell wall biogenesis (EC 2.4.-.-)	Streptococcal_group_antigen_operons		
Heteropolysaccharide repeat unit export protein	Streptococcal_group_antigen_operons		
Phosphoglycerol transferase	Streptococcal_group_antigen_operons		
Tripeptide aminopeptidase (EC 3.4.11.4)	Streptococcal_group_antigen_operons		
UDP-glucose 4-epimerase (EC 5.1.3.2)	Streptococcal_group_antigen_operons		
dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	Streptococcal_group_antigen_operons		
dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	Streptococcal_group_antigen_operons		
membrane protein, related to Actinobacillus protein (1944168)	Streptococcal_group_antigen_operons		
probably aromatic ring hydroxylating enzyme, evidenced by COGnitor	Streptococcal_group_antigen_operons		
putative glycosyltransferase - possibly involved in cell wall localization and side chain formation of rhamnose-glucose polysaccharide	Streptococcal_group_antigen_operons		
rhamnose-containing polysacharide translocation permease	Streptococcal_group_antigen_operons		
Membrane protein SPy0796	Streptococcal_group_antigen_operons		
Pore forming protein ebsA	Streptococcal_group_antigen_operons		
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	Streptococcal_group_antigen_operons		
Lipopolysaccharide cholinephosphotransferase LicD1 (EC 2.7.8.-)	Streptococcal_group_antigen_operons		
Lipoprotein involved in the synthesis of group B streptococcal carboyhdrate antigen	Streptococcal_group_antigen_operons		
Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids	Streptococcal_group_antigen_operons		
Putative UDP-dependent alpha-galactosyltransferase, GalT	Streptococcal_group_antigen_operons		
dTDP-rhamnosyl transferase RfbF (EC 2.-.-.-)	Streptococcal_group_antigen_operons		
Acetolactate synthase, catabolic (EC 2.2.1.6)	Alpha-acetolactate_operon	Carbohydrates	Organic acids
Alpha-acetolactate decarboxylase (EC 4.1.1.5)	Alpha-acetolactate_operon	Carbohydrates	Organic acids
ABC transporter membrane-spanning permease, Pep export, Vex3	Streptococcus_pneumoniae_Vancomycin_Tolerance_Locus	Virulence	Resistance to antibiotics and toxic compounds
ABC transporter membrane-spanning permease, Pep export, Vex1	Streptococcus_pneumoniae_Vancomycin_Tolerance_Locus	Virulence	Resistance to antibiotics and toxic compounds
ABC transporter, ATP-binding protein Vex2	Streptococcus_pneumoniae_Vancomycin_Tolerance_Locus	Virulence	Resistance to antibiotics and toxic compounds
Sensor histidine kinase VncS	Streptococcus_pneumoniae_Vancomycin_Tolerance_Locus	Virulence	Resistance to antibiotics and toxic compounds
Two-component response regulator VncR	Streptococcus_pneumoniae_Vancomycin_Tolerance_Locus	Virulence	Resistance to antibiotics and toxic compounds
Ubiquinol-cytochrome C chaperone	CBSS-176299.3.peg.2475	Clustering-based subsystems	Ubiquinol-cytochrome C chaperone locus
ATPase component CbiO of energizing module of cobalt ECF transporter	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Additional substrate-specific component CbiN of cobalt ECF transporter	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Adenosylcobinamide-phosphate synthase	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Cobalamin biosynthesis protein CbiG	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Cobalamin synthase	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Cobalamine-related hypothetical metal-binding protein CrdX	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Cobalt-precorrin-2 C20-methyltransferase (EC 2.1.1.130)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Cobalt-precorrin-3b C17-methyltransferase	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Cobalt-precorrin-4 C11-methyltransferase (EC 2.1.1.133)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Cobalt-precorrin-6 synthase, anaerobic	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Cobalt-precorrin-6x reductase (EC 1.3.1.54)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Cobalt-precorrin-6y C15-methyltransferase [decarboxylating] (EC 2.1.1.-)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Cobalt-precorrin-6y C5-methyltransferase (EC 2.1.1.-)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Cobalt-precorrin-8x methylmutase (EC 5.4.1.2)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Cobyric acid synthase	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Cobyrinic acid A,C-diamide synthase	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Substrate-specific component CbiM of cobalt ECF transporter	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Threonine kinase in B12 biosynthesis	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Transmembrane component CbiQ of energizing module of cobalt ECF transporter	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Vitamin B12 ABC transporter, ATPase component BtuD	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Vitamin B12 ABC transporter, B12-binding component BtuF	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Vitamin B12 ABC transporter, permease component BtuC	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Cob(II)alamin reductase	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Predicted alpha-ribazole-5-phosphate synthase CblS for cobalamin biosynthesis	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Substrate-specific component CblT of predicted B12-regulated ECF transporter for dimethylbenzimidazole	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Outer membrane vitamin B12 receptor BtuB	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Duplicated ATPase component CbrU of energizing module of predicted cobalamin ECF transporter	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Substrate-specific component CbrT of predicted cobalamin ECF transporter	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Transmembrane component CbrV of energizing module of predicted cobalamin ECF transporter	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Predicted cobalt ABC transporter periplasmic component	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Predicted cobalt transporter in sulfate-reducing delta-proteobacteria	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Sirohydrochlorin cobaltochelatase (EC 4.99.1.3)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
5,6-dimethylbenzimidazole synthase, flavin destructase family	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Adenosylcobinamide amidohydrolase (EC 3.5.1.90)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
HoxN/HupN/NixA family cobalt transporter	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Predicted adenosylcobinamide-phosphate guanylyltransferase CobY (EC 2.7.7.62)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
Predicted alpha-ribazole-5'-phosphate phosphatase CobZ (EC 3.1.3.73)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles
